season,home_team_goal,away_team_goal,home_name,away_name
2009/2010,1,2,AC Bellinzona,FC Luzern
2009/2010,3,1,Grasshopper Club Zürich,FC Sion
2009/2010,2,0,Grasshopper Club Zürich,FC Aarau
2009/2010,2,1,BSC Young Boys,FC Luzern
2009/2010,1,3,Neuchâtel Xamax,FC Basel
2009/2010,1,1,FC Sion,FC Zürich
2009/2010,0,2,AC Bellinzona,FC St. Gallen
2009/2010,2,1,FC Luzern,AC Bellinzona
2009/2010,3,2,FC Zürich,Grasshopper Club Zürich
2009/2010,2,1,FC Basel,FC Aarau
2009/2010,1,1,FC Sion,Neuchâtel Xamax
2009/2010,1,2,FC St. Gallen,BSC Young Boys
2009/2010,2,0,Grasshopper Club Zürich,FC Sion
2009/2010,2,1,BSC Young Boys,FC Zürich
2009/2010,1,2,FC Aarau,FC Luzern
2009/2010,0,2,AC Bellinzona,FC Basel
2009/2010,0,3,Neuchâtel Xamax,FC St. Gallen
2009/2010,1,2,FC Basel,Grasshopper Club Zürich
2009/2010,2,1,FC Sion,AC Bellinzona
2009/2010,1,0,Neuchâtel Xamax,BSC Young Boys
2009/2010,2,2,FC St. Gallen,FC Aarau
2009/2010,1,0,FC Zürich,FC Luzern
2009/2010,1,3,FC Aarau,FC Zürich
2009/2010,3,2,AC Bellinzona,Neuchâtel Xamax
2009/2010,2,1,Grasshopper Club Zürich,FC St. Gallen
2009/2010,0,1,FC Luzern,FC Basel
2009/2010,1,0,BSC Young Boys,FC Sion
2009/2010,5,2,FC Sion,FC Luzern
2009/2010,4,0,BSC Young Boys,Grasshopper Club Zürich
2009/2010,2,1,Neuchâtel Xamax,FC Aarau
2009/2010,2,4,FC St. Gallen,FC Basel
2009/2010,2,0,FC Zürich,AC Bellinzona
2009/2010,0,3,FC Aarau,FC Sion
2009/2010,4,1,FC Basel,FC Zürich
2009/2010,2,3,FC Luzern,FC St. Gallen
2009/2010,1,3,AC Bellinzona,BSC Young Boys
2009/2010,2,1,Grasshopper Club Zürich,Neuchâtel Xamax
2009/2010,2,2,FC Sion,FC Basel
2009/2010,1,0,FC St. Gallen,FC Zürich
2009/2010,2,0,Grasshopper Club Zürich,AC Bellinzona
2009/2010,1,2,Neuchâtel Xamax,FC Luzern
2009/2010,3,1,BSC Young Boys,FC Aarau
2009/2010,4,3,FC Basel,FC Sion
2009/2010,1,1,FC Zürich,FC St. Gallen
2009/2010,1,5,FC Aarau,BSC Young Boys
2009/2010,1,2,AC Bellinzona,Grasshopper Club Zürich
2009/2010,2,1,FC Luzern,Neuchâtel Xamax
2009/2010,0,1,Neuchâtel Xamax,Grasshopper Club Zürich
2009/2010,4,0,FC Sion,FC Aarau
2009/2010,2,1,BSC Young Boys,AC Bellinzona
2009/2010,3,1,FC St. Gallen,FC Luzern
2009/2010,1,2,FC Zürich,FC Basel
2009/2010,1,1,FC St. Gallen,Neuchâtel Xamax
2009/2010,4,1,FC Zürich,AC Bellinzona
2009/2010,0,3,FC Aarau,BSC Young Boys
2009/2010,2,1,FC Luzern,Grasshopper Club Zürich
2009/2010,1,2,FC Sion,FC Basel
2009/2010,1,0,FC Aarau,Neuchâtel Xamax
2009/2010,2,1,Grasshopper Club Zürich,BSC Young Boys
2009/2010,3,2,FC Basel,FC St. Gallen
2009/2010,1,4,AC Bellinzona,FC Zürich
2009/2010,1,1,FC Luzern,FC Sion
2009/2010,2,0,Neuchâtel Xamax,AC Bellinzona
2009/2010,0,1,FC Zürich,FC Aarau
2009/2010,5,0,FC Basel,FC Luzern
2009/2010,4,1,FC Sion,BSC Young Boys
2009/2010,0,1,FC St. Gallen,Grasshopper Club Zürich
2009/2010,2,0,FC Aarau,FC St. Gallen
2009/2010,4,1,FC Luzern,FC Zürich
2009/2010,2,1,AC Bellinzona,FC Sion
2009/2010,4,0,Grasshopper Club Zürich,FC Basel
2009/2010,4,1,BSC Young Boys,Neuchâtel Xamax
2009/2010,1,0,FC Sion,Grasshopper Club Zürich
2009/2010,2,1,FC St. Gallen,Neuchâtel Xamax
2009/2010,4,0,FC Basel,AC Bellinzona
2009/2010,4,0,FC Luzern,FC Aarau
2009/2010,0,2,FC Zürich,BSC Young Boys
2009/2010,0,3,FC Aarau,FC Basel
2009/2010,2,1,BSC Young Boys,FC St. Gallen
2009/2010,0,0,AC Bellinzona,FC Luzern
2009/2010,4,0,Grasshopper Club Zürich,FC Zürich
2009/2010,4,1,Neuchâtel Xamax,FC Sion
2009/2010,1,4,FC Aarau,Grasshopper Club Zürich
2009/2010,3,0,FC Basel,Neuchâtel Xamax
2009/2010,5,1,FC Luzern,BSC Young Boys
2009/2010,1,2,FC St. Gallen,AC Bellinzona
2009/2010,2,0,FC Zürich,FC Sion
2009/2010,1,2,AC Bellinzona,FC Aarau
2009/2010,0,1,Grasshopper Club Zürich,FC Luzern
2009/2010,3,3,Neuchâtel Xamax,FC Zürich
2009/2010,5,1,FC Sion,FC St. Gallen
2009/2010,0,2,BSC Young Boys,FC Basel
2009/2010,1,0,FC Zürich,FC St. Gallen
2009/2010,4,1,AC Bellinzona,FC Aarau
2009/2010,1,3,Neuchâtel Xamax,FC Sion
2009/2010,1,1,FC Basel,FC Luzern
2009/2010,2,0,BSC Young Boys,Grasshopper Club Zürich
2009/2010,1,3,Grasshopper Club Zürich,FC St. Gallen
2009/2010,1,1,FC Sion,FC Aarau
2009/2010,1,1,FC Basel,FC Zürich
2009/2010,2,1,FC Luzern,Neuchâtel Xamax
2009/2010,4,2,BSC Young Boys,AC Bellinzona
2009/2010,3,3,FC Sion,FC Zürich
2009/2010,1,1,FC St. Gallen,AC Bellinzona
2009/2010,0,4,FC Aarau,Neuchâtel Xamax
2009/2010,3,1,Grasshopper Club Zürich,FC Basel
2009/2010,1,2,FC Luzern,BSC Young Boys
2009/2010,1,0,FC St. Gallen,FC Aarau
2009/2010,4,0,FC Zürich,FC Luzern
2009/2010,0,0,AC Bellinzona,Grasshopper Club Zürich
2009/2010,2,2,Neuchâtel Xamax,FC Basel
2009/2010,3,1,BSC Young Boys,FC Sion
2009/2010,1,1,FC Aarau,FC Zürich
2009/2010,3,1,FC Luzern,FC St. Gallen
2009/2010,1,2,FC Basel,BSC Young Boys
2009/2010,3,1,FC Sion,AC Bellinzona
2009/2010,1,3,Grasshopper Club Zürich,Neuchâtel Xamax
2009/2010,1,1,FC St. Gallen,FC Sion
2009/2010,4,3,FC Zürich,Grasshopper Club Zürich
2009/2010,2,4,FC Aarau,FC Luzern
2009/2010,2,3,AC Bellinzona,FC Basel
2009/2010,3,0,Neuchâtel Xamax,BSC Young Boys
2010/2011,1,1,Grasshopper Club Zürich,Neuchâtel Xamax
2010/2011,1,1,FC Thun,BSC Young Boys
2010/2011,0,2,AC Bellinzona,FC Sion
2010/2011,4,0,FC Luzern,FC St. Gallen
2010/2011,3,2,FC Basel,FC Zürich
2010/2011,1,2,FC St. Gallen,FC Luzern
2010/2011,1,4,FC Zürich,FC Basel
2010/2011,1,1,FC Sion,AC Bellinzona
2010/2011,2,2,BSC Young Boys,FC Thun
2010/2011,1,1,Neuchâtel Xamax,Grasshopper Club Zürich
2010/2011,1,3,AC Bellinzona,FC St. Gallen
2010/2011,1,2,FC Thun,Neuchâtel Xamax
2010/2011,1,1,FC Basel,FC Sion
2010/2011,1,2,Grasshopper Club Zürich,FC Zürich
2010/2011,2,0,FC Luzern,BSC Young Boys
2010/2011,2,1,Neuchâtel Xamax,FC Luzern
2010/2011,1,1,FC Sion,FC Zürich
2010/2011,0,0,Grasshopper Club Zürich,FC Thun
2010/2011,1,3,FC St. Gallen,FC Basel
2010/2011,1,1,BSC Young Boys,AC Bellinzona
2010/2011,3,1,FC Basel,AC Bellinzona
2010/2011,3,1,FC Zürich,Neuchâtel Xamax
2010/2011,1,0,BSC Young Boys,Grasshopper Club Zürich
2010/2011,2,1,FC St. Gallen,FC Thun
2010/2011,4,1,FC Sion,FC Luzern
2010/2011,1,2,AC Bellinzona,FC Zürich
2010/2011,1,0,FC Thun,FC Sion
2010/2011,2,0,Grasshopper Club Zürich,FC St. Gallen
2010/2011,1,1,FC Luzern,FC Basel
2010/2011,2,4,Neuchâtel Xamax,BSC Young Boys
2010/2011,1,3,FC Basel,FC Thun
2010/2011,3,3,AC Bellinzona,Neuchâtel Xamax
2010/2011,3,2,FC Luzern,Grasshopper Club Zürich
2010/2011,0,2,FC Sion,FC St. Gallen
2010/2011,2,2,FC Zürich,BSC Young Boys
2010/2011,1,2,Neuchâtel Xamax,FC Basel
2010/2011,1,1,FC Thun,FC Luzern
2010/2011,2,1,BSC Young Boys,FC Sion
2010/2011,2,3,Grasshopper Club Zürich,AC Bellinzona
2010/2011,0,3,FC St. Gallen,FC Zürich
2010/2011,0,2,FC St. Gallen,Neuchâtel Xamax
2010/2011,0,0,FC Zürich,FC Thun
2010/2011,3,1,FC Basel,BSC Young Boys
2010/2011,0,3,AC Bellinzona,FC Luzern
2010/2011,2,0,FC Sion,Grasshopper Club Zürich
2010/2011,1,1,FC Luzern,FC Zürich
2010/2011,0,0,FC Thun,AC Bellinzona
2010/2011,2,1,Grasshopper Club Zürich,FC Basel
2010/2011,0,3,Neuchâtel Xamax,FC Sion
2010/2011,1,1,BSC Young Boys,FC St. Gallen
2010/2011,1,5,AC Bellinzona,BSC Young Boys
2010/2011,2,0,FC Zürich,FC Luzern
2010/2011,1,0,Neuchâtel Xamax,FC Sion
2010/2011,1,4,FC St. Gallen,Grasshopper Club Zürich
2010/2011,2,3,FC Thun,FC Basel
2010/2011,1,2,FC Sion,FC Basel
2010/2011,1,1,BSC Young Boys,FC Luzern
2010/2011,2,3,Neuchâtel Xamax,FC Thun
2010/2011,3,2,FC St. Gallen,AC Bellinzona
2010/2011,2,0,FC Zürich,Grasshopper Club Zürich
2010/2011,3,0,FC Basel,FC St. Gallen
2010/2011,1,0,FC Sion,AC Bellinzona
2010/2011,0,0,Grasshopper Club Zürich,FC Thun
2010/2011,2,1,FC Luzern,Neuchâtel Xamax
2010/2011,4,2,BSC Young Boys,FC Zürich
2010/2011,0,0,Neuchâtel Xamax,Grasshopper Club Zürich
2010/2011,3,1,FC Zürich,FC St. Gallen
2010/2011,1,0,FC Basel,FC Sion
2010/2011,2,0,AC Bellinzona,FC Luzern
2010/2011,1,1,FC Thun,BSC Young Boys
2010/2011,2,0,FC Sion,Grasshopper Club Zürich
2010/2011,5,0,FC Zürich,AC Bellinzona
2010/2011,0,1,FC Luzern,FC Basel
2010/2011,0,1,FC St. Gallen,FC Thun
2010/2011,3,2,BSC Young Boys,Neuchâtel Xamax
2010/2011,3,2,Grasshopper Club Zürich,BSC Young Boys
2010/2011,2,0,FC Sion,FC St. Gallen
2010/2011,3,1,FC Basel,FC Zürich
2010/2011,1,2,Neuchâtel Xamax,AC Bellinzona
2010/2011,3,3,FC Thun,FC Luzern
2010/2011,1,0,FC Luzern,Grasshopper Club Zürich
2010/2011,2,0,FC Zürich,FC Sion
2010/2011,0,4,AC Bellinzona,FC Basel
2010/2011,0,2,FC St. Gallen,BSC Young Boys
2010/2011,1,0,FC Thun,Neuchâtel Xamax
2010/2011,1,2,Neuchâtel Xamax,FC Zürich
2010/2011,1,0,FC St. Gallen,AC Bellinzona
2010/2011,1,2,Grasshopper Club Zürich,FC Basel
2010/2011,1,0,FC Sion,FC Thun
2010/2011,3,1,BSC Young Boys,FC Luzern
2010/2011,1,0,FC Basel,Neuchâtel Xamax
2010/2011,2,2,Grasshopper Club Zürich,AC Bellinzona
2010/2011,1,1,FC Luzern,FC St. Gallen
2010/2011,0,2,FC Sion,BSC Young Boys
2010/2011,2,3,FC Thun,FC Zürich
2010/2011,1,1,AC Bellinzona,FC Thun
2010/2011,0,1,FC Luzern,FC Sion
2010/2011,1,1,FC St. Gallen,Neuchâtel Xamax
2010/2011,3,3,BSC Young Boys,FC Basel
2010/2011,1,0,FC Zürich,Grasshopper Club Zürich
2010/2011,4,0,BSC Young Boys,AC Bellinzona
2010/2011,0,2,FC Sion,FC Zürich
2010/2011,2,2,FC Basel,Grasshopper Club Zürich
2010/2011,2,1,Neuchâtel Xamax,FC Luzern
2010/2011,0,0,FC Thun,FC St. Gallen
2010/2011,2,2,AC Bellinzona,FC Sion
2010/2011,2,1,FC Zürich,BSC Young Boys
2010/2011,1,3,Grasshopper Club Zürich,FC St. Gallen
2010/2011,0,1,FC Luzern,FC Thun
2010/2011,2,2,Neuchâtel Xamax,FC Basel
2010/2011,3,0,FC Basel,FC St. Gallen
2010/2011,2,1,AC Bellinzona,BSC Young Boys
2010/2011,1,1,FC Zürich,FC Sion
2010/2011,4,2,FC Luzern,Neuchâtel Xamax
2010/2011,2,2,FC Thun,Grasshopper Club Zürich
2010/2011,2,1,FC Basel,BSC Young Boys
2010/2011,3,2,FC Luzern,AC Bellinzona
2010/2011,0,1,FC St. Gallen,FC Sion
2010/2011,0,1,FC Thun,Grasshopper Club Zürich
2010/2011,3,0,FC Zürich,Neuchâtel Xamax
2010/2011,0,1,BSC Young Boys,FC Thun
2010/2011,0,1,AC Bellinzona,FC Zürich
2010/2011,2,1,Grasshopper Club Zürich,FC Luzern
2010/2011,2,1,Neuchâtel Xamax,FC St. Gallen
2010/2011,3,0,FC Sion,FC Basel
2010/2011,3,1,Grasshopper Club Zürich,Neuchâtel Xamax
2010/2011,1,1,FC Luzern,BSC Young Boys
2010/2011,3,1,FC Thun,FC Sion
2010/2011,2,0,FC Basel,AC Bellinzona
2010/2011,2,2,FC St. Gallen,FC Zürich
2010/2011,3,2,FC Sion,FC Luzern
2010/2011,2,2,BSC Young Boys,Grasshopper Club Zürich
2010/2011,1,3,AC Bellinzona,FC St. Gallen
2010/2011,1,4,Neuchâtel Xamax,FC Thun
2010/2011,2,2,FC Zürich,FC Basel
2010/2011,1,1,AC Bellinzona,Neuchâtel Xamax
2010/2011,0,4,FC St. Gallen,FC Luzern
2010/2011,5,1,FC Basel,FC Thun
2010/2011,3,1,Grasshopper Club Zürich,FC Zürich
2010/2011,1,1,BSC Young Boys,FC Sion
2010/2011,2,0,Grasshopper Club Zürich,FC Sion
2010/2011,0,5,FC Luzern,FC Zürich
2010/2011,1,2,Neuchâtel Xamax,BSC Young Boys
2010/2011,0,0,FC St. Gallen,FC Basel
2010/2011,3,1,FC Thun,AC Bellinzona
2010/2011,3,0,FC Basel,FC Luzern
2010/2011,2,0,AC Bellinzona,Grasshopper Club Zürich
2010/2011,0,0,FC Sion,Neuchâtel Xamax
2010/2011,4,2,BSC Young Boys,FC St. Gallen
2010/2011,1,0,FC Zürich,FC Thun
2010/2011,1,0,AC Bellinzona,FC Basel
2010/2011,3,4,Neuchâtel Xamax,FC Zürich
2010/2011,1,2,Grasshopper Club Zürich,BSC Young Boys
2010/2011,2,3,FC Luzern,FC Sion
2010/2011,3,0,FC Thun,FC St. Gallen
2010/2011,1,4,FC Basel,FC Luzern
2010/2011,0,1,BSC Young Boys,Neuchâtel Xamax
2010/2011,1,1,FC Sion,FC Thun
2010/2011,1,2,FC St. Gallen,Grasshopper Club Zürich
2010/2011,2,2,FC Zürich,AC Bellinzona
2010/2011,1,1,FC St. Gallen,FC Sion
2010/2011,1,1,FC Thun,FC Basel
2010/2011,0,3,Grasshopper Club Zürich,FC Luzern
2010/2011,1,2,Neuchâtel Xamax,AC Bellinzona
2010/2011,1,0,BSC Young Boys,FC Zürich
2010/2011,4,1,FC Basel,Neuchâtel Xamax
2010/2011,3,1,FC Zürich,FC St. Gallen
2010/2011,1,1,AC Bellinzona,Grasshopper Club Zürich
2010/2011,1,1,FC Luzern,FC Thun
2010/2011,2,0,FC Sion,BSC Young Boys
2010/2011,1,3,FC Thun,FC Zürich
2010/2011,6,2,FC Luzern,AC Bellinzona
2010/2011,0,1,Neuchâtel Xamax,FC St. Gallen
2010/2011,2,2,BSC Young Boys,FC Basel
2010/2011,0,4,Grasshopper Club Zürich,FC Sion
2010/2011,2,2,FC Basel,Grasshopper Club Zürich
2010/2011,1,2,FC St. Gallen,BSC Young Boys
2010/2011,2,2,AC Bellinzona,FC Thun
2010/2011,1,2,FC Sion,Neuchâtel Xamax
2010/2011,2,2,FC Zürich,FC Luzern
2011/2012,1,0,FC Sion,FC Zürich
2011/2012,1,1,BSC Young Boys,FC Basel
2011/2012,0,3,Neuchâtel Xamax,FC Luzern
2011/2012,1,2,Servette FC,FC Thun
2011/2012,2,0,Grasshopper Club Zürich,FC Lausanne-Sports
2011/2012,1,1,FC Thun,FC Basel
2011/2012,1,2,FC Zürich,BSC Young Boys
2011/2012,0,1,Grasshopper Club Zürich,Neuchâtel Xamax
2011/2012,0,0,FC Lausanne-Sports,Servette FC
2011/2012,2,0,FC Luzern,FC Sion
2011/2012,3,0,FC Basel,Servette FC
2011/2012,4,0,Neuchâtel Xamax,FC Thun
2011/2012,3,0,Grasshopper Club Zürich,FC Zürich
2011/2012,1,0,FC Sion,FC Lausanne-Sports
2011/2012,1,0,BSC Young Boys,FC Luzern
2011/2012,1,0,FC Lausanne-Sports,FC Thun
2011/2012,1,2,FC Luzern,Neuchâtel Xamax
2011/2012,0,2,Servette FC,FC Sion
2011/2012,0,1,BSC Young Boys,Grasshopper Club Zürich
2011/2012,0,1,FC Zürich,FC Basel
2011/2012,1,4,Grasshopper Club Zürich,Servette FC
2011/2012,0,1,FC Sion,FC Basel
2011/2012,0,2,FC Thun,FC Zürich
2011/2012,2,0,FC Luzern,FC Lausanne-Sports
2011/2012,0,0,Neuchâtel Xamax,BSC Young Boys
2011/2012,4,1,FC Basel,Grasshopper Club Zürich
2011/2012,2,0,FC Sion,FC Thun
2011/2012,2,1,Servette FC,Neuchâtel Xamax
2011/2012,4,1,BSC Young Boys,FC Lausanne-Sports
2011/2012,1,1,FC Zürich,FC Luzern
2011/2012,2,3,FC Lausanne-Sports,FC Basel
2011/2012,3,1,FC Thun,FC Luzern
2011/2012,2,1,Grasshopper Club Zürich,FC Sion
2011/2012,3,1,Neuchâtel Xamax,FC Zürich
2011/2012,1,0,Servette FC,BSC Young Boys
2011/2012,1,0,FC Basel,BSC Young Boys
2011/2012,3,0,FC Thun,Servette FC
2011/2012,2,1,FC Luzern,Grasshopper Club Zürich
2011/2012,2,0,FC Sion,Neuchâtel Xamax
2011/2012,4,1,FC Zürich,FC Lausanne-Sports
2011/2012,1,0,FC Basel,FC Luzern
2011/2012,1,3,FC Lausanne-Sports,Neuchâtel Xamax
2011/2012,1,0,Grasshopper Club Zürich,FC Thun
2011/2012,0,1,Servette FC,FC Zürich
2011/2012,1,1,BSC Young Boys,FC Sion
2011/2012,1,1,FC Thun,BSC Young Boys
2011/2012,1,1,FC Zürich,FC Sion
2011/2012,2,1,FC Lausanne-Sports,Grasshopper Club Zürich
2011/2012,1,2,FC Luzern,Servette FC
2011/2012,1,1,Neuchâtel Xamax,FC Basel
2011/2012,1,1,FC Luzern,FC Zürich
2011/2012,0,0,FC Basel,FC Sion
2011/2012,0,1,Grasshopper Club Zürich,FC Thun
2011/2012,3,1,BSC Young Boys,Servette FC
2011/2012,1,2,FC Sion,BSC Young Boys
2011/2012,2,3,FC Zürich,Servette FC
2011/2012,2,0,FC Basel,Neuchâtel Xamax
2011/2012,3,0,FC Thun,Grasshopper Club Zürich
2011/2012,0,1,FC Lausanne-Sports,FC Luzern
2011/2012,0,2,FC Lausanne-Sports,FC Basel
2011/2012,1,1,FC Thun,FC Luzern
2011/2012,0,1,FC Sion,BSC Young Boys
2011/2012,2,0,FC Zürich,Grasshopper Club Zürich
2011/2012,2,2,BSC Young Boys,FC Basel
2011/2012,1,1,FC Zürich,FC Thun
2011/2012,0,0,FC Lausanne-Sports,FC Luzern
2011/2012,3,1,Servette FC,Grasshopper Club Zürich
2011/2012,2,0,FC Luzern,BSC Young Boys
2011/2012,1,0,FC Basel,FC Zürich
2011/2012,0,0,Grasshopper Club Zürich,FC Lausanne-Sports
2011/2012,0,1,FC Sion,Servette FC
2011/2012,1,0,FC Thun,Servette FC
2011/2012,0,1,FC Zürich,FC Sion
2011/2012,3,1,FC Basel,FC Luzern
2011/2012,0,0,FC Lausanne-Sports,BSC Young Boys
2011/2012,0,2,Grasshopper Club Zürich,FC Basel
2011/2012,1,0,FC Sion,FC Thun
2011/2012,0,1,FC Lausanne-Sports,FC Zürich
2011/2012,2,1,Servette FC,FC Luzern
2011/2012,2,0,Grasshopper Club Zürich,BSC Young Boys
2011/2012,0,0,FC Luzern,FC Sion
2011/2012,1,1,Servette FC,FC Zürich
2011/2012,2,0,FC Thun,FC Lausanne-Sports
2011/2012,5,0,FC Basel,Servette FC
2011/2012,1,0,FC Luzern,Grasshopper Club Zürich
2011/2012,1,0,FC Sion,FC Lausanne-Sports
2011/2012,4,0,BSC Young Boys,FC Thun
2011/2012,0,2,Grasshopper Club Zürich,FC Sion
2011/2012,2,3,FC Thun,FC Basel
2011/2012,3,1,FC Lausanne-Sports,Servette FC
2011/2012,2,2,FC Zürich,BSC Young Boys
2011/2012,1,1,FC Luzern,FC Basel
2011/2012,2,1,FC Sion,FC Zürich
2011/2012,1,3,BSC Young Boys,FC Lausanne-Sports
2011/2012,0,2,Servette FC,FC Thun
2011/2012,1,0,FC Lausanne-Sports,FC Thun
2011/2012,2,2,BSC Young Boys,Grasshopper Club Zürich
2011/2012,2,2,Servette FC,FC Sion
2011/2012,0,0,FC Zürich,FC Luzern
2011/2012,2,2,Grasshopper Club Zürich,FC Basel
2011/2012,2,1,FC Lausanne-Sports,FC Zürich
2011/2012,0,0,FC Luzern,FC Thun
2011/2012,0,3,Neuchâtel Xamax,FC Sion
2011/2012,1,1,BSC Young Boys,Servette FC
2011/2012,3,1,FC Luzern,Servette FC
2011/2012,0,0,FC Thun,Grasshopper Club Zürich
2011/2012,0,3,FC Sion,FC Basel
2011/2012,2,0,FC Zürich,FC Lausanne-Sports
2011/2012,2,2,Grasshopper Club Zürich,FC Luzern
2011/2012,2,1,Servette FC,BSC Young Boys
2011/2012,3,1,FC Basel,FC Lausanne-Sports
2011/2012,1,1,FC Thun,FC Sion
2011/2012,1,0,BSC Young Boys,FC Zürich
2011/2012,2,1,FC Basel,FC Thun
2011/2012,0,3,Grasshopper Club Zürich,Servette FC
2011/2012,1,0,FC Lausanne-Sports,FC Sion
2011/2012,2,2,BSC Young Boys,FC Luzern
2011/2012,3,2,FC Sion,Grasshopper Club Zürich
2011/2012,0,0,Servette FC,FC Lausanne-Sports
2011/2012,1,5,FC Zürich,FC Basel
2011/2012,6,3,FC Basel,Grasshopper Club Zürich
2011/2012,3,2,FC Luzern,FC Lausanne-Sports
2011/2012,2,2,FC Thun,BSC Young Boys
2011/2012,0,1,FC Zürich,Servette FC
2011/2012,0,1,Grasshopper Club Zürich,FC Zürich
2011/2012,0,1,FC Luzern,FC Thun
2011/2012,2,1,Servette FC,FC Basel
2011/2012,3,0,BSC Young Boys,FC Sion
2011/2012,1,2,FC Basel,BSC Young Boys
2011/2012,2,1,FC Lausanne-Sports,Grasshopper Club Zürich
2011/2012,1,3,FC Sion,FC Luzern
2011/2012,2,4,FC Thun,FC Zürich
2011/2012,3,3,FC Basel,FC Sion
2011/2012,4,2,Servette FC,FC Lausanne-Sports
2011/2012,1,1,FC Luzern,BSC Young Boys
2011/2012,0,0,FC Thun,Neuchâtel Xamax
2011/2012,6,0,FC Zürich,Grasshopper Club Zürich
2011/2012,1,2,FC Basel,FC Zürich
2011/2012,0,0,Neuchâtel Xamax,Servette FC
2011/2012,0,3,Grasshopper Club Zürich,BSC Young Boys
2011/2012,1,1,FC Sion,FC Luzern
2011/2012,5,2,FC Thun,FC Lausanne-Sports
2011/2012,3,1,FC Luzern,FC Basel
2011/2012,3,4,Servette FC,Grasshopper Club Zürich
2011/2012,0,2,FC Zürich,Neuchâtel Xamax
2011/2012,0,2,FC Lausanne-Sports,FC Sion
2011/2012,0,2,BSC Young Boys,FC Thun
2011/2012,0,1,Grasshopper Club Zürich,FC Luzern
2011/2012,2,2,Neuchâtel Xamax,FC Lausanne-Sports
2011/2012,2,1,FC Basel,FC Thun
2011/2012,0,4,FC Sion,Servette FC
2011/2012,2,3,BSC Young Boys,FC Zürich
2011/2012,3,1,FC Luzern,FC Zürich
2011/2012,0,4,Servette FC,FC Basel
2011/2012,0,3,FC Lausanne-Sports,BSC Young Boys
2011/2012,2,0,Neuchâtel Xamax,Grasshopper Club Zürich
2011/2012,0,3,FC Thun,FC Sion
2011/2012,6,0,FC Basel,FC Lausanne-Sports
2011/2012,4,1,BSC Young Boys,Neuchâtel Xamax
2011/2012,0,0,FC Zürich,FC Thun
2011/2012,0,2,Servette FC,FC Luzern
2011/2012,2,0,FC Sion,Grasshopper Club Zürich
2012/2013,0,1,Servette FC,FC Basel
2012/2013,0,0,FC Thun,FC Lausanne-Sports
2012/2013,1,1,FC Luzern,FC Zürich
2012/2013,0,2,Grasshopper Club Zürich,FC Sion
2012/2013,1,1,FC St. Gallen,BSC Young Boys
2012/2013,4,1,FC Basel,FC Sion
2012/2013,2,0,Grasshopper Club Zürich,FC Luzern
2012/2013,0,1,Servette FC,FC Lausanne-Sports
2012/2013,2,1,FC Thun,BSC Young Boys
2012/2013,0,2,FC Zürich,FC St. Gallen
2012/2013,1,0,Grasshopper Club Zürich,FC St. Gallen
2012/2013,1,1,FC Lausanne-Sports,FC Basel
2012/2013,2,1,FC Luzern,FC Thun
2012/2013,2,2,FC Sion,FC Zürich
2012/2013,6,2,BSC Young Boys,Servette FC
2012/2013,3,2,FC Basel,Servette FC
2012/2013,3,2,FC Sion,FC Luzern
2012/2013,2,1,FC St. Gallen,FC Lausanne-Sports
2012/2013,2,3,FC Thun,Grasshopper Club Zürich
2012/2013,1,1,FC Zürich,BSC Young Boys
2012/2013,3,2,Grasshopper Club Zürich,BSC Young Boys
2012/2013,0,2,FC Lausanne-Sports,FC Zürich
2012/2013,1,0,FC Luzern,FC Basel
2012/2013,1,1,Servette FC,FC St. Gallen
2012/2013,1,1,FC Thun,FC Sion
2012/2013,2,0,Servette FC,Grasshopper Club Zürich
2012/2013,1,1,FC Sion,FC Lausanne-Sports
2012/2013,1,0,FC St. Gallen,FC Thun
2012/2013,2,1,BSC Young Boys,FC Luzern
2012/2013,1,2,FC Zürich,FC Basel
2012/2013,2,0,FC Basel,BSC Young Boys
2012/2013,1,1,Grasshopper Club Zürich,FC Lausanne-Sports
2012/2013,1,1,FC Luzern,Servette FC
2012/2013,0,3,FC St. Gallen,FC Sion
2012/2013,1,4,FC Thun,FC Zürich
2012/2013,4,0,FC Basel,Grasshopper Club Zürich
2012/2013,3,0,FC Lausanne-Sports,FC Thun
2012/2013,0,2,Servette FC,FC Sion
2012/2013,0,0,BSC Young Boys,FC St. Gallen
2012/2013,0,2,FC Zürich,FC Luzern
2012/2013,2,1,FC Lausanne-Sports,BSC Young Boys
2012/2013,1,1,FC Sion,Grasshopper Club Zürich
2012/2013,1,1,FC St. Gallen,FC Luzern
2012/2013,3,2,FC Thun,FC Basel
2012/2013,0,2,FC Zürich,Servette FC
2012/2013,1,0,FC Basel,FC St. Gallen
2012/2013,1,0,Grasshopper Club Zürich,FC Zürich
2012/2013,0,0,FC Luzern,FC Lausanne-Sports
2012/2013,0,0,Servette FC,FC Thun
2012/2013,3,1,BSC Young Boys,FC Sion
2012/2013,3,0,FC Basel,FC Sion
2012/2013,0,1,Servette FC,Grasshopper Club Zürich
2012/2013,0,0,FC St. Gallen,FC Thun
2012/2013,3,2,BSC Young Boys,FC Luzern
2012/2013,2,0,FC Zürich,FC Lausanne-Sports
2012/2013,2,2,FC Basel,FC Luzern
2012/2013,0,1,FC Lausanne-Sports,FC St. Gallen
2012/2013,0,1,BSC Young Boys,Grasshopper Club Zürich
2012/2013,1,0,FC Sion,Servette FC
2012/2013,0,2,FC Zürich,FC Thun
